country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;supra_region;sub_region;eez_indicator;geo_indicator;specon_tech;deep;rectangle_type;rectangle_lat;rectangle_lon;c_square;species;totwghtlandg;totvallandg;confidential
PSP;2019;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HOM;0.79778;0;NA
PSP;2019;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MON;0.0671;0;NA
PSP;2019;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;SYC;0.05072;0;NA
PSP;2020;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;NAO;GSA99;NK;NK;NK;DEEP;05*05;NA;NA;1000:100:1;EPI;0.1818;0;NA
PSP;2020;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HKE;0.4797;0;NA
PSP;2020;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;KBR;0.05505;0;NA
PSP;2020;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MUT;0.1455;0;NA
PSP;2020;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;DEEP;05*05;NA;NA;1000:100:1;MUT;0.1569;0;NA
PSP;2020;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;DEEP;05*05;NA;NA;1000:100:1;SBR;0.1343;0;NA
PSP;2020;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;CVJ;2.03785;0;NA
PSP;2020;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;SAA;9.29122;0;NA
PSP;2020;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HOM;1.6786;0;NA
PSP;2014;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MAC;51.87901;0;NA
PSP;2014;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;CVJ;0.12294;0;NA
PSP;2014;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HMM;0.3133;0;NA
PSP;2014;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;DEEP;05*05;NA;NA;1000:100:1;PAC;0.1014;0;NA
PSP;2014;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;PAC;0.1004;0;NA
PSP;2014;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;BOG;0.08;0;NA
PSP;2014;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MON;0.06565;0;NA
PSP;2014;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;NEC;0.1222;0;NA
PSP;2015;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;SBR;0.06515;0;NA
PSP;2015;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;WHB;0.43825;0;NA
PSP;2015;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;SAA;1.09746;0;NA
PSP;2015;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;PAC;0.007;0;NA
PSP;2015;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;ANE;20.74458;0;NA
PSP;2015;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;BPI;0.00581;0;NA
PSP;2016;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;CVJ;23.62359;0;NA
PSP;2016;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HOM;1.2184;0;NA
PSP;2016;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MAA;18.84923;0;NA
PSP;2016;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MAX;0.021;0;NA
PSP;2016;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MAZ;0.0158;0;NA
PSP;2016;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;PAR;0.002;0;NA
PSP;2017;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;SBG;0.11091;0;NA
PSP;2017;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;STO;7.95388;0;NA
PSP;2017;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;BOG;2.793;0;NA
PSP;2017;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;LKO;0.147;0;NA
PSP;2017;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MUT;0.1024;0;NA
PSP;2017;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;DEEP;05*05;NA;NA;1000:100:1;GUP;0.1538;0;NA
PSP;2017;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HMM;0.229;0;NA
PSP;2018;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;JAX;0.72958;0;NA
PSP;2018;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MUT;0.5004;0;NA
PSP;2018;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;DEEP;05*05;NA;NA;1000:100:1;OCC;0.054;0;NA
PSP;2018;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;GOX;1.1485;0;NA
PSP;2018;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;OCC;1.95946;0;NA
PSP;2018;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HOM;1.102;0;NA
PSP;2018;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HKE;0.1099;0;NA
PSP;2018;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;BOG;0.51;0;NA
PSP;2018;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;BOG;2.34263;0;NA
PSP;2019;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;CPI;0.0727;0;NA
PSP;2019;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;HMY;0.72117;0;NA
PSP;2019;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MAC;2.99312;0;NA
PSP;2019;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MAS;6.53838;0;NA
PSP;2019;2;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;MUT;0.00375;0;NA
PSP;2019;3;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;POB;0.0372;0;NA
PSP;2019;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;SBR;0.04755;0;NA
PSP;2019;4;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:1;SBS;0.41408;0;NA
PSP;2019;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:2;SWA;0.00245;0;NA
PSP;2019;5;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:2;BVV;0.03135;0;NA
PSP;2020;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:2;CFW;0.2276;0;NA
PSP;2020;6;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;HOM;4.75425;0;NA
PSP;2020;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;HMM;0.7646;0;NA
PSP;2020;7;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;MAC;1.95861;0;NA
PSP;2020;8;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;MAS;3.61275;0;NA
PSP;2020;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;PIL;53.94159;0;NA
PSP;2020;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;HMM;24.30189;0;NA
PSP;2020;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;JAX;5.17234;0;NA
PSP;2020;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;LEE;0.0104;0;NA
PSP;2014;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;MOB;0.00285;0;NA
PSP;2014;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:2;PAC;0.74983;0;NA
PSP;2014;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:3;PIL;36.43122;0;NA
PSP;2014;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:3;OCC;0.424;0;NA
PSP;2014;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:3;BAG;0.21722;0;NA
PSP;2014;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:3;JAA;0.18636;0;NA
PSP;2014;2;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:3;MHA;6;0;NA
PSP;2014;3;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:3;MHP;0.44301;0;NA
PSP;2015;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:3;PPO;1.30347;0;NA
PSP;2015;4;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;SAA;81.86706;0;NA
PSP;2015;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;SRG;0.27175;0;NA
PSP;2015;5;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;TZA;0.01255;0;NA
PSP;2015;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;HKE;0.129;0;NA
PSP;2015;6;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;GUP;0.0531;0;NA
PSP;2016;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;HOM;5.9496;0;NA
PSP;2016;7;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;MON;0.1722;0;NA
PSP;2016;8;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;MUR;0.048;0;NA
PSP;2016;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:3;WOR;0.0805;0;NA
PSP;2016;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:4;MUT;0.096;0;NA
PSP;2016;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;DEEP;05*05;NA;NA;1000:100:4;MON;0.05805;0;NA
PSP;2017;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:4;HKE;1.07618;0;NA
PSP;2017;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:4;SBR;0.055;0;NA
PSP;2017;1;VL2440;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:100:4;SLO;0.0915;0;NA
PSP;2017;1;VL0006;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;OCC;0.0466;0;NA
PSP;2017;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;EOI;0.00725;0;NA
PSP;2017;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;MUX;0.19835;0;NA
PSP;2017;1;NK;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;OCC;0.518;0;NA
PSP;2018;1;NK;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;SBA;0.058;0;NA
PSP;2018;1;NK;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;DPS;0.053;0;NA
PSP;2018;1;VL0612;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;HOM;2.68488;0;NA
PSP;2018;1;VL1218;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;OMZ;0.1479;0;NA
PSP;2018;1;VL1824;PMP;GNS;NK;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:100:4;SYC;0.0786;0;NA
